WORD_ID,VOCAB_WORD
1322,intel
1323,correctli
1324,column
1325,kenneth
1326,delet
1327,goe
1328,across
1329,enterpris
1330,bought
1331,instead
1332,reveffo
1333,troy
1334,door
1335,wholesal
1336,sharehold
1337,remind
1338,maintain
1339,pre
1340,ricki
1341,die
1342,q
1343,own
1344,board
1345,win
1346,calendar
1347,extens
1348,crosstex
1349,lonestar
1350,realloc
1351,usag
1352,focu
1353,ei
1354,ca
1355,buyer
1356,martin
1357,known
1358,erect
1359,broadband
1360,europ
1361,hanson
1362,ew
1363,educ
1364,logo
1365,ibm
1366,registr
1367,chairman
1368,screen
1369,sec
1370,alert
1371,prod
1372,jackson
1373,higher
1374,mtr
1375,wrong
1376,golf
1377,schneider
1378,launch
1379,award
1380,calcul
1381,specul
1382,committe
1383,descript
1384,along
1385,apr
1386,cpr
1387,llc
1388,input
1389,congratul
1390,least
1391,encina
1392,combin
1393,creativ
1394,iii
1395,elect
1396,texaco
1397,mainten
1398,trademark
1399,gd
1400,csiko
1401,trip
1402,goliad
1403,equip
1404,harri
1405,speed
1406,wilson
1407,recipi
1408,gold
1409,yvett
1410,altern
1411,cross
1412,lake
1413,archer
1414,varianc
1415,wed
1416,contribut
1417,hit
1418,notif
1419,rank
1420,basin
1421,road
1422,pager
1423,peni
1424,primari
1425,billion
1426,jeffrey
1427,rx
1428,parent
1429,drop
1430,rnd
1431,sexual
1432,captur
1433,transmiss
1434,rang
1435,russ
1436,ex
1437,mcmill
1438,break
1439,strategi
1440,dr
1441,engag
1442,patti
1443,law
1444,street
1445,usb
1446,discrep
1447,children
1448,bankruptci
1449,treat
1450,interview
1451,met
1452,critic
1453,royal
1454,solicit
1455,movi
1456,gdp
1457,coupon
1458,intent
1459,cf
1460,afford
1461,swift
1462,hillari
1463,kristen
1464,beati
1465,sullivan
1466,marta
1467,brandywin
1468,jebel
1469,extra
1470,wife
1471,procedur
1472,quickli
1473,far
1474,automat
1475,upgrad
1476,walli
1477,replac
1478,ook
1479,implement
1480,texoma
1481,port
1482,seen
1483,hernandez
1484,henderson
1485,popular
1486,floor
1487,percent
1488,experienc
1489,sweeney
1490,budget
1491,preliminari
1492,gisb
1493,vs
1494,sit
1495,compaq
1496,citibank
1497,oi
1498,mitchel
1499,insid
1500,hand
1501,hawkin
1502,gave
1503,rais
1504,baxter
1505,inher
1506,spend
1507,sabra
1508,guess
1509,seaman
1510,telephon
1511,elimin
1512,season
1513,earlier
1514,en
1515,father
1516,herein
1517,kathi
1518,wireless
1519,memo
1520,signific
1521,accomplish
1522,mazowita
1523,buddi
1524,alt
1525,deposit
1526,uniqu
1527,z
1528,singl
1529,hl
1530,lindley
1531,sport
1532,cap
1533,privaci
1534,emerg
1535,equiti
1536,joann
1537,log
1538,yap
1539,mayb
1540,restrict
1541,client
1542,six
1543,extern
1544,pgev
1545,gra
1546,sap
1547,warn
1548,toward
1549,amazon
1550,highli
1551,somehow
1552,dilig
1553,soni
1554,kinsey
1555,canon
1556,centana
1557,suzann
1558,wonder
1559,inch
1560,lowest
1561,gb
1562,confer
1563,outsid
1564,correspond
1565,among
1566,insur
1567,smoke
1568,chemic
1569,da
1570,econom
1571,darial
1572,separ
1573,mo
1574,hull
1575,commod
1576,discov
1577,achiev
1578,juno
1579,charl
1580,minimum
1581,art
1582,true
1583,behalf
1584,richmond
1585,commiss
1586,sound
1587,electron
1588,urgent
1589,wa
1590,pertain
1591,attempt
1592,rm
1593,cabl
1594,pena
1595,understood
1596,manufactur
1597,establish
1598,bottom
1599,fat
1600,steven
1601,realiz
1602,decreas
1603,carrier
1604,nick
1605,et
1606,lesli
1607,migrat
1608,hplnol
1609,gottlob
1610,msn
1611,prayer
1612,previou
1613,baseload
1614,clearanc
1615,diamond
1616,davi
1617,austin
1618,cowboy
1619,accuraci
1620,reliabl
1621,lesson
1622,rather
1623,mix
1624,membership
1625,braband
1626,villarr
1627,bryce
1628,cartwheel
1629,regul
1630,glover
1631,split
1632,resel
1633,explod
1634,kept
1635,bammel
1636,clickathom
1637,conveni
1638,technoiogi
1639,reliant
1640,chief
1641,kathryn
1642,summer
1643,entertain
1644,predict
1645,venturato
1646,winner
1647,worksheet
1648,shipper
1649,cancel
1650,ocean
1651,throughout
1652,vaughn
1653,offici
1654,photo
1655,gotten
1656,josey
1657,dudley
1658,count
1659,tim
1660,behind
1661,graphic
1662,lost
1663,tailgat
1664,hospit
1665,ventur
1666,devic
1667,reduct
1668,guadalup
1669,unabl
1670,min
1671,merchant
1672,complaint
1673,mb
1674,touch
1675,repair
1676,definit
1677,symbol
1678,sleep
1679,ftar
1680,prevent
1681,sometim
1682,ct
1683,outlook
1684,driver
1685,cisco
1686,engin
1687,capabl
1688,tie
1689,connor
1690,pcx
1691,mile
1692,toshiba
1693,overnight
1694,crude
1695,front
1696,heart
1697,otherwis
1698,specialist
1699,cindi
1700,commenc
1701,master
1702,hp
1703,cook
1704,degre
1705,constitut
1706,meredith
1707,stretch
1708,consist
1709,hugh
1710,egmnom
1711,romeo
1712,doubl
1713,cent
1714,hplr
1715,garrick
1716,mack
1717,congress
1718,explain
1719,child
1720,arriv
1721,zivley
1722,victoria
1723,fall
1724,finish
1725,conduct
1726,cherri
1727,bed
1728,almost
1729,comfort
1730,conni
1731,benedict
1732,reev
1733,jr
1734,viewson
1735,palestinian
1736,joani
1737,rev
1738,delay
1739,seller
1740,island
1741,fontfont
1742,lo
1743,ftworth
1744,oblig
1745,session
1746,org
1747,vicodin
1748,soma
1749,legisl
1750,desir
1751,mtbe
1752,sum
1753,trust
1754,elsa
1755,sea
1756,brent
1757,kid
1758,nomad
1759,rock
1760,introduc
1761,confus
1762,practic
1763,appoint
1764,exercis
1765,qualifi
1766,se
1767,sampl
1768,leas
1769,cellpad
1770,resolut
1771,knowledg
1772,deveiop
1773,speckel
1774,vice
1775,stuff
1776,deadlin
1777,main
1778,aim
1779,relationship
1780,shawna
1781,excel
1782,robot
1783,amend
1784,pep
1785,heather
1786,laura
1787,consolid
1788,frank
1789,deer
1790,salari
1791,eff
1792,greif
1793,forget
1794,resuit
1795,european
1796,hewlett
1797,tv
1798,sd
1799,fire
1800,materia
1801,eiben
1802,pack
1803,choic
1804,tournament
1805,enquiri
1806,speak
1807,built
1808,pressur
1809,burn
1810,topica
1811,bobbi
1812,gmt
1813,robin
1814,confid
1815,nice
1816,weather
1817,sr
1818,debbi
1819,club
1820,lon
1821,seat
1822,pic
1823,luck
1824,laptop
1825,lotteri
1826,languag
1827,ferc
1828,cilco
1829,flag
1830,highlight
1831,whatev
1832,explos
1833,ball
1834,griffin
1835,severson
1836,dial
1837,enabl
1838,replica
1839,disclos
1840,consemiu
1841,dolphin
1842,attack
1843,packard
1844,fl
1845,payrol
1846,simpl
1847,unless
1848,iomega
1849,studi
1850,customerservic
1851,jaquet
1852,un
1853,treatment
1854,targu
1855,intellinet
1856,edmondson
1857,aopen
1858,son
1859,apc
1860,crow
1861,flight
1862,hol
1863,expert
1864,beck
1865,personnel
1866,usual
1867,attract
1868,tech
1869,loui
1870,uae
1871,foot
1872,emir
1873,technic
1874,fulli
1875,tonight
1876,sharon
1877,constru
1878,ft
1879,platform
1880,larri
1881,premium
1882,husband
1883,airmail
1884,relax
1885,ahead
1886,sean
1887,offshor
1888,blank
1889,cart
1890,belief
1891,charset
1892,approx
1893,le
1894,town
1895,aquila
1896,flynn
1897,ram
1898,depress
1899,notebook
1900,drink
1901,briley
1902,cooper
1903,premier
1904,sole
1905,miner
1906,sheri
1907,saw
1908,itoy
1909,otc
1910,cal
1911,eel
1912,jason
1913,forecast
1914,edu
1915,anti
1916,spencer
1917,stream
1918,lyondel
1919,sponsor
1920,audit
1921,leth
1922,kyle
1923,listbot
1924,encourag
1925,payback
1926,intercompani
1927,transco
1928,effici
1929,heal
1930,gay
1931,resid
1932,zonedubai
1933,duplic
1934,memori
1935,skill
1936,muscl
1937,extrem
1938,pl
1939,accur
1940,aeor
1941,regular
1942,coast
1943,fit
1944,display
1945,norton
1946,map
1947,modifi
1948,tier
1949,pretti
1950,cokino
1951,molli
1952,ngo
1953,auto
1954,appar
1955,beauti
1956,patch
1957,although
1958,cold
1959,particular
1960,usd
1961,loan
1962,intraday
1963,benoit
1964,femal
1965,marlen
1966,joe
1967,opm
1968,brennan
1969,space
1970,percentag
1971,forese
1972,oem
1973,tape
1974,otcbb
1975,provis
1976,proper
1977,colleg
1978,studio
1979,solid
1980,bar
1981,julia
1982,vi
1983,portion
1984,redmond
1985,reward
1986,multi
1987,conoco
1988,anderson
1989,ann
1990,consent
1991,anyway
1992,sector
1993,sender
1994,intra
1995,depend
1996,often
1997,partnership
1998,dian
1999,proven
2000,internationa
2001,written
2002,float
2003,nt
2004,highest
2005,gateway
2006,guid
2007,hilliard
2008,noon
2009,vega
2010,inciud
2011,medicin
2012,illustr
2013,incorrect
2014,penni
2015,gone
2016,evalu
2017,anywher
2018,enlarg
2019,approach
2020,block
2021,accessori
2022,jerri
2023,absolut
2024,troubl
2025,increment
2026,hesit
2027,bane
2028,remot
2029,tag
2030,metal
2031,moment
2032,pa
2033,largest
2034,hydrocarbon
2035,beliz
2036,silver
2037,shari
2038,jay
2039,spain
2040,ac
2041,adult
2042,autom
2043,todd
2044,patient
2045,hector
2046,prospect
2047,celebr
2048,joint
2049,imagin
2050,amaz
2051,pleasur
2052,login
2053,easili
2054,nommensen
2055,prompt
2056,arial
2057,republ
2058,eddi
2059,humbl
2060,dawn
2061,incom
2062,rich
2063,exact
2064,inactiv
2065,peggi
2066,verdana
2067,forev
2068,ti
2069,lock
2070,midstream
2071,tongu
2072,dulc
2073,darrel
2074,appl
2075,flexibl
2076,cum
2077,expatri
2078,chevron
2079,shipment
2080,militari
2081,li
2082,adam
2083,imit
2084,aerofoam
2085,pray
2086,ref
2087,alon
2088,pubiish
2089,nat
2090,comstock
2091,garden
2092,randal
2093,wc
2094,ii
2095,po
2096,self
2097,marlin
2098,suppos
2099,deduct
2100,maximum
2101,impot
2102,wysak
2103,header
2104,unlimit
2105,woman
2106,solmonson
2107,campaign
2108,em
2109,topic
2110,esther
2111,facilit
2112,ail
2113,toni
2114,abdv
2115,proprietari
2116,univers
2117,piec
2118,cowtrap
2119,sdsnom
2120,prohibit
2121,pi
2122,batteri
2123,beach
2124,netco
2125,brad
2126,craig
2127,properli
2128,brief
2129,televis
2130,valuabl
2131,eogi
2132,sofftwaar
2133,shorelin
2134,rom
2135,und
2136,protocol
2137,filter
2138,netherland
2139,ia
2140,eat
2141,compressor
2142,tue
2143,investig
2144,defens
2145,ng
2146,eight
2147,urbanek
2148,blood
2149,aid
2150,wiil
2151,secret
2152,ecom
2153,barrett
2154,franklin
2155,auction
2156,circul
2157,male
2158,proceed
2159,york
2160,fear
2161,valv
2162,agua
2163,discret
2164,staci
2165,cousino
2166,jack
2167,supplier
2168,africa
2169,ec
2170,walk
2171,okay
2172,florida
2173,anytim
2174,cannon
2175,wire
2176,tommi
2177,method
2178,modem
2179,ladi
2180,accordingli
2181,tripl
2182,url
2183,camera
2184,equal
2185,cellspac
2186,prime
2187,describ
2188,court
2189,babi
2190,aggress
2191,compet
2192,mailbox
2193,interfac
2194,batch
2195,danni
2196,atleast
2197,dl
2198,ffffff
2199,sort
2200,pend
2201,adoni
2202,dosag
2203,recal
2204,suspend
2205,mortgag
2206,caution
2207,torch
2208,length
2209,carbid
2210,consider
2211,figur
2212,rental
2213,meant
2214,mi
2215,hottlist
2216,massiv
2217,safeti
2218,max
2219,eog
2220,merger
2221,dedic
2222,locker
2223,church
2224,convert
2225,round
2226,phentermin
2227,bretz
2228,impress
2229,giron
2230,strictli
2231,richardson
2232,permit
2233,sarco
2234,human
2235,interrupt
2236,host
2237,patent
2238,martinez
2239,metabol
2240,wil
2241,rusti
2242,verif
2243,tennesse
2244,tessi
2245,darron
2246,nathan
2247,settl
2248,song
2249,undervalu
2250,diet
2251,dose
2252,relianc
2253,hair
2254,arm
2255,rr
2256,creek
2257,guest
2258,mcloughlin
2259,ph
2260,curv
2261,prove
2262,larger
2263,fortun
2264,ci
2265,perman
2266,ten
2267,cashout
2268,lie
2269,ryan
2270,intellig
2271,candid
2272,signatur
2273,choat
2274,sp
2275,formula
2276,wind
2277,seneca
2278,christma
2279,minim
2280,mcgee
2281,hire
2282,coffey
2283,pico
2284,bowen
2285,will
2286,australia
2287,construct
2288,medium
2289,hate
2290,oba
2291,prozac
2292,hassl
2293,angel
2294,imceanot
2295,employ
2296,couid
2297,fda
2298,serial
2299,brought
2300,squar
2301,zajac
2302,edi
2303,egm
2304,ra
2305,den
2306,began
2307,beemer
2308,gap
2309,rel
2310,favor
2311,trochta
2312,exhibit
2313,smart
2314,campo
2315,student
2316,tire
2317,dale
2318,lay
2319,forth
2320,cia
2321,progress
2322,compil
2323,oh
2324,writeoff
2325,organiz
2326,varieti
2327,melba
2328,debt
2329,ifhsc
2330,worri
2331,offset
2332,sir
2333,reli
2334,christian
2335,vari
2336,chase
2337,boost
2338,superior
2339,discreet
2340,theresa
2341,rewrit
2342,ur
2343,joseph
2344,easier
2345,satisfi
2346,kin
2347,att
2348,biggest
2349,defin
2350,domest
2351,assess
2352,eex
2353,shot
2354,royalti
2355,ya
2356,tirr
2357,xm
2358,incred
2359,tour
2360,pieas
2361,brbr
2362,pig
2363,listen
2364,roger
2365,gerald
2366,boy
2367,focus
2368,majeur
2369,dewpoint
2370,switch
2371,solv
2372,glad
2373,stress
2374,alcohol
2375,wayn
2376,connevey
2377,ident
2378,independ
2379,distributorjebel
2380,hodg
2381,fail
2382,ehronlin
2383,setup
2384,gloria
2385,failur
2386,tadalafil
2387,death
2388,spent
2389,hc
2390,ion
2391,anxieti
2392,familiar
2393,euro
2394,mip
2395,prioriti
2396,staf
2397,desktop
2398,sunsail
2399,nascar
2400,edg
2401,pinnacl
2402,war
2403,codi
2404,innov
2405,ascii
2406,spur
2407,opt
2408,sarmiento
2409,vicent
2410,omit
2411,bass
2412,canadian
2413,consequ
2414,thorough
2415,optim
2416,trisha
2417,patricia
2418,seven
2419,overal
2420,gate
2421,asp
2422,mgmt
2423,motor
2424,manner
2425,kerr
2426,ne
2427,catch
2428,uk
2429,redeliv
2430,clarif
2431,lunch
2432,tiger
2433,absenc
2434,editor
2435,ingredi
2436,upstream
2437,heavi
2438,litig
2439,sutton
2440,techlit
2441,disclosur
2442,kara
2443,becki
2444,unfortun
2445,core
2446,marshal
2447,gore
2448,exceed
2449,ut
2450,farm
2451,margin
2452,ownership
2453,neg
2454,souza
2455,comprehens
2456,calgari
2457,mother
2458,iso
2459,bowl
2460,till
2461,pvr
2462,regardless
2463,aspect
2464,pure
2465,gov
2466,kristin
2467,caribbean
2468,gregori
2469,miller
2470,nelson
2471,isc
2472,wild
2473,moshou
2474,skin
2475,artpric
2476,refin
2477,twenti
2478,vlagra
2479,destin
2480,carol
2481,carter
2482,ea
2483,ambien
2484,vintag
2485,mime
2486,lucki
2487,henc
2488,mai
2489,cheapest
2490,especi
2491,apolog
2492,strateg
2493,feed
2494,harrison
2495,microcap
2496,embed
2497,winter
2498,rise
2499,therein
